e2ee263ef806529f9db029a7044dc9bc,任务,0.9801186323165894
af3033948bddfa80fc3be584b3898993,当时,1.0
6b8dc9da6212908436c24c8c7e9fe614,建设,1.0
28b618878eca1a4cd3b8a0927a01d52d,雪上加霜,1.0
826eb9269677410dce04cee765da961a,与众不同,0.7747489213943481
a6b16381767c004320d89ab78ec464b5,人类,0.8716896772384644
cbc24e724246e2cedc8ffaae662ad418,工作,1.0
2f1654404f4efcb026f380aafbab1ee6,力所能及,1.0
f80d4dd3ace45f8fd1b83caf82d04d7d,现象,0.8878442049026489
c4f62d631a9f6fc274da5bf85e2ff410,解放思想,1.0
510e7a956482f410c09c6919cb982633,过去,0.9999998807907104
845048c35c41c201cd386e37f18fbe67,不折不扣,1.0
0b2ad38d851416ab69e4650aedab19fe,它们,0.5613468885421753
558a8697f8c2949e374a48b9e397a19f,任务,1.0
6df64d3034f02a0f44aa87499ae4a073,也是,0.8039405941963196
ff17ccfd8afa289cdfd7ff358c0d759c,一如既往,1.0
e3107c9ab627e129712c92c3aa729e79,只是,0.9724852442741394
518d0e3497514340406b5694d5852201,不知不觉,1.0
cd79b3b456f0599ccdd3fccd70d7e7b2,可想而知,1.0
6adda861792aa3cfa662aacfb147bbe0,现在,1.0
0ebeac4497ff3362d9a275924b77b0bb,人民,0.9999958276748657
bd013088a5dc5b5b2b40c4fbf4c3f434,一如既往,0.9985252022743225
a17d3cad091e9374a5980305b2959ef6,齐心协力,0.7640652060508728
3888a8de3d6578f0e6ba1fffb88970f3,实事求是,1.0
06a7e7f27e524233161a68c9a3f2062c,讨价还价,1.0
580f01af498a4c747a547873942888a2,形成,0.9999837875366211
ca101579d6ac92fed523238060a1c719,作用,1.0
c11ebefbd6a6c1ff23d5b3d175d58541,问题,1.0
a0f981155b57dd1dc00ceb1a49cc75a3,联系,0.8708488345146179
28513c477ab1510abef7df11f389b7b3,络绎不绝,1.0
2ca72417a26c74bd53b23c44439cd70a,丰富多彩,1.0
28c537d1e29e3c1c48c26e978c66b0cc,与众不同,1.0
aee45ca28105813c20ec66a5ad78e448,那么,0.9972971081733704
5dd1b5b9692441ca799b99776bd44e2d,迫不及待,1.0
d90dd1f87efdbc21da78b8183fbeebcb,才能,1.0
0111cf071ae1ee5075d96a2cf38e0a26,美国,0.9999209642410278
533f94d4fb0139a2c5ab8ac8b9defb4e,实现,0.7262307405471802
ea7983b021569564a7255892cbcc9c87,解放思想,1.0
e86c17c8a75e90f614a5108d7e286ea3,众所周知,0.9999990463256836
926574ed069f8b212b1ad7a1b33bc44e,不遗余力,1.0
0dee5baaeed793c97ad4a6ff5bf1b0ff,经过,0.8090145587921143
be35a289484f1a2c9970990b7ef0ed0c,迫不及待,1.0
b19ac242a26de8bd6d7e8141dd069322,经济,0.9981569647789001
f6008e179a042a83aee1b67bf263e583,那些,0.7890992760658264
71e083cafecb29d1d245978cee116c70,第二,0.9989257454872131
a6de3791288b43e9a4090d271ef19cf9,一般,0.8674177527427673
81eb136fcc165efa332f37810f5bba66,如果,0.9992972612380981
d84e3f54a9a01cba197c7bef22cb02a0,艺术,0.7591338157653809
ef27bc68e0beaec4bd1ef6cc0d24fbb3,不仅,1.0
b8a90f9a99630c58db3f4be92a3a6e4d,已经,0.851547122001648
